Type,Die,Move Name,Power,STAB,Effect 1,Effect 2,Effect 3,STAB?,Move,File Name,Move:color,Japanese,Move - Japanese,French,Move - French,German,Move - German,Italian,Move - Italian,Spanish,Move - Spanish,Korean,Move - Korean,Chinese,Move - Chinese
{Fairy},,Floral Healing,0,0,{W Revival},,,False,{Fairy}Floral Healing{0}{W Revival},Floral Healing,ffa5cd,フラワーヒール,{Fairy}フラワーヒール{0}{W Revival},Soin Floral,{Fairy}Soin Floral{0}{W Revival},Florakur,{Fairy}Florakur{0}{W Revival},Cura Floreale,{Fairy}Cura Floreale{0}{W Revival},Cura Floral,{Fairy}Cura Floral{0}{W Revival},플라워힐,{Fairy}플라워힐{0}{W Revival},花療 / 花疗,{Fairy}花療 / 花疗{0}{W Revival}
{Fairy},,Geomancy,0,0,{W DoubAdv 1},{B DoubDis 1},{W Recharge},False,{Fairy}Geomancy{0}{W DoubAdv 1}{B DoubDis 1}{W Recharge},Geomancy,ffa5cd,ジオコントロール,{Fairy}ジオコントロール{0}{W DoubAdv 1}{B DoubDis 1}{W Recharge},Géo-Contrôle,{Fairy}Géo-Contrôle{0}{W DoubAdv 1}{B DoubDis 1}{W Recharge},Geokontrolle,{Fairy}Geokontrolle{0}{W DoubAdv 1}{B DoubDis 1}{W Recharge},Geocontrollo,{Fairy}Geocontrollo{0}{W DoubAdv 1}{B DoubDis 1}{W Recharge},Geocontrol,{Fairy}Geocontrol{0}{W DoubAdv 1}{B DoubDis 1}{W Recharge},지오컨트롤,{Fairy}지오컨트롤{0}{W DoubAdv 1}{B DoubDis 1}{W Recharge},大地掌控,{Fairy}大地掌控{0}{W DoubAdv 1}{B DoubDis 1}{W Recharge}
{Fairy},,Misty Terrain,0,0,{Misty Terrain},,,False,{Fairy}Misty Terrain{0}{Misty Terrain},Misty Terrain,ffa5cd,ミストフィールド,{Fairy}ミストフィールド{0}{Misty Terrain},Champ Brumeux,{Fairy}Champ Brumeux{0}{Misty Terrain},Nebelfeld,{Fairy}Nebelfeld{0}{Misty Terrain},Campo Nebbioso,{Fairy}Campo Nebbioso{0}{Misty Terrain},Campo de Niebla,{Fairy}Campo de Niebla{0}{Misty Terrain},미스트필드,{Fairy}미스트필드{0}{Misty Terrain},薄霧場地 / 薄雾场地,{Fairy}薄霧場地 / 薄雾场地{0}{Misty Terrain}
{Fairy},,Moonlight,0,0,{W Life},,,False,{Fairy}Moonlight{0}{W Life},Moonlight,ffa5cd,つきのひかり,{Fairy}つきのひかり{0}{W Life},Rayon Lune,{Fairy}Rayon Lune{0}{W Life},Mondschein,{Fairy}Mondschein{0}{W Life},Lucelunare,{Fairy}Lucelunare{0}{W Life},Luz Lunar,{Fairy}Luz Lunar{0}{W Life},달의불빛,{Fairy}달의불빛{0}{W Life},月光,{Fairy}月光{0}{W Life}
{Fairy},,Nature's Madness,1-2 Lvl,1-2 Lvl,{B Opp},,,#VALUE!,{Fairy}Nature's Madness{1-2 Lvl}{B Opp},Nature's Madness,ffa5cd,しぜんのいかり,{Fairy}しぜんのいかり{1-2 Lvl}{B Opp},Ire de la Nature,{Fairy}Ire de la Nature{1-2 Lvl}{B Opp},Naturzorn,{Fairy}Naturzorn{1-2 Lvl}{B Opp},Ira della Natura,{Fairy}Ira della Natura{1-2 Lvl}{B Opp},Furia Natural,{Fairy}Furia Natural{1-2 Lvl}{B Opp},자연의분노,{Fairy}자연의분노{1-2 Lvl}{B Opp},自然之怒,{Fairy}自然之怒{1-2 Lvl}{B Opp}
{Fairy},,Sparkly Swirl,3,3,{W Status},,,False,{Fairy}Sparkly Swirl{3}{W Status},Sparkly Swirl,ffa5cd,きらきらストーム,{Fairy}きらきらストーム{3}{W Status},Évo-Fabulo,{Fairy}Évo-Fabulo{3}{W Status},Glitzersturm,{Fairy}Glitzersturm{3}{W Status},Sbrilluccibufera,{Fairy}Sbrilluccibufera{3}{W Status},Sylveotornado,{Fairy}Sylveotornado{3}{W Status},반짝반짝스톰,{Fairy}반짝반짝스톰{3}{W Status},亮亮風暴 / 亮亮风暴,{Fairy}亮亮風暴 / 亮亮风暴{3}{W Status}
{Fairy},,Sweet Kiss,0,0,{B Conf 2},,,False,{Fairy}Sweet Kiss{0}{B Conf 2},Sweet Kiss,ffa5cd,てんしのキッス,{Fairy}てんしのキッス{0}{B Conf 2},Doux Baiser,{Fairy}Doux Baiser{0}{B Conf 2},Bitterkuss,{Fairy}Bitterkuss{0}{B Conf 2},Dolcebacio,{Fairy}Dolcebacio{0}{B Conf 2},Beso Dulce,{Fairy}Beso Dulce{0}{B Conf 2},천사의키스,{Fairy}천사의키스{0}{B Conf 2},天使之吻,{Fairy}天使之吻{0}{B Conf 2}
{Fighting},,Bulk Up,0,0,{W Adv 1},{B Dis 1},,False,{Fighting}Bulk Up{0}{W Adv 1}{B Dis 1},Bulk Up,c76136,ビルドアップ,{Fighting}ビルドアップ{0}{W Adv 1}{B Dis 1},Gonflette,{Fighting}Gonflette{0}{W Adv 1}{B Dis 1},Protzer,{Fighting}Protzer{0}{W Adv 1}{B Dis 1},Granfisico,{Fighting}Granfisico{0}{W Adv 1}{B Dis 1},Corpulencia,{Fighting}Corpulencia{0}{W Adv 1}{B Dis 1},벌크업,{Fighting}벌크업{0}{W Adv 1}{B Dis 1},健美,{Fighting}健美{0}{W Adv 1}{B Dis 1}
{Fighting},,Counter,0,0,{W Reversal},,,False,{Fighting}Counter{0}{W Reversal},Counter,c76136,カウンター,{Fighting}カウンター{0}{W Reversal},Riposte,{Fighting}Riposte{0}{W Reversal},Konter,{Fighting}Konter{0}{W Reversal},Contrattacco,{Fighting}Contrattacco{0}{W Reversal},Contraataque,{Fighting}Contraataque{0}{W Reversal},카운터,{Fighting}카운터{0}{W Reversal},雙倍奉還 / 双倍奉还,{Fighting}雙倍奉還 / 双倍奉还{0}{W Reversal}
{Fighting},,Detect,0,0,{W Prot 1},,,False,{Fighting}Detect{0}{W Prot 1},Detect,c76136,みきり,{Fighting}みきり{0}{W Prot 1},Détection,{Fighting}Détection{0}{W Prot 1},Scanner,{Fighting}Scanner{0}{W Prot 1},Individua,{Fighting}Individua{0}{W Prot 1},Detección,{Fighting}Detección{0}{W Prot 1},판별,{Fighting}판별{0}{W Prot 1},看穿,{Fighting}看穿{0}{W Prot 1}
{Fighting},,Final Gambit,*,*,{W KO 1},,,#VALUE!,{Fighting}Final Gambit{*}{W KO 1},Final Gambit,c76136,いのちがけ,{Fighting}いのちがけ{*}{W KO 1},Tout ou Rien,{Fighting}Tout ou Rien{*}{W KO 1},Wagemut,{Fighting}Wagemut{*}{W KO 1},Azzardo,{Fighting}Azzardo{*}{W KO 1},Sacrificio,{Fighting}Sacrificio{*}{W KO 1},목숨걸기,{Fighting}목숨걸기{*}{W KO 1},搏命,{Fighting}搏命{*}{W KO 1}
{Fighting},,No Retreat,0,0,{W Adv 1},{B Dis 1},,False,{Fighting}No Retreat{0}{W Adv 1}{B Dis 1},No Retreat,c76136,はいすいのじん,{Fighting}はいすいのじん{0}{W Adv 1}{B Dis 1},Ultime Bastion,{Fighting}Ultime Bastion{0}{W Adv 1}{B Dis 1},Finalformation,{Fighting}Finalformation{0}{W Adv 1}{B Dis 1},Spalle al Muro,{Fighting}Spalle al Muro{0}{W Adv 1}{B Dis 1},Bastión Final,{Fighting}Bastión Final{0}{W Adv 1}{B Dis 1},배수의진,{Fighting}배수의진{0}{W Adv 1}{B Dis 1},背水一戰 / 背水一战,{Fighting}背水一戰 / 背水一战{0}{W Adv 1}{B Dis 1}
{Fighting},,Octolock,0*,0*,{W Adv 1},{B Lock},,#VALUE!,{Fighting}Octolock{0*}{W Adv 1}{B Lock},Octolock,c76136,たこがため,{Fighting}たこがため{0*}{W Adv 1}{B Lock},Octoprise,{Fighting}Octoprise{0*}{W Adv 1}{B Lock},Octoklammer,{Fighting}Octoklammer{0*}{W Adv 1}{B Lock},Tentacolock,{Fighting}Tentacolock{0*}{W Adv 1}{B Lock},Octopresa,{Fighting}Octopresa{0*}{W Adv 1}{B Lock},문어굳히기,{Fighting}문어굳히기{0*}{W Adv 1}{B Lock},蛸固,{Fighting}蛸固{0*}{W Adv 1}{B Lock}
{Fighting},,Reversal,1-2 Lvl,1-2 Lvl,{W You},,,#VALUE!,{Fighting}Reversal{1-2 Lvl}{W You},Reversal,c76136,きしかいせい,{Fighting}きしかいせい{1-2 Lvl}{W You},Contre,{Fighting}Contre{1-2 Lvl}{W You},Gegenschlag,{Fighting}Gegenschlag{1-2 Lvl}{W You},Contropiede,{Fighting}Contropiede{1-2 Lvl}{W You},Inversión,{Fighting}Inversión{1-2 Lvl}{W You},기사회생,{Fighting}기사회생{1-2 Lvl}{W You},起死回生,{Fighting}起死回生{1-2 Lvl}{W You}
{Fighting},,Seismic Toss,1-2 Lvl,1-2 Lvl,{W You},,,#VALUE!,{Fighting}Seismic Toss{1-2 Lvl}{W You},Seismic Toss,c76136,ちきゅうなげ,{Fighting}ちきゅうなげ{1-2 Lvl}{W You},Frappe Atlas,{Fighting}Frappe Atlas{1-2 Lvl}{W You},Geowurf,{Fighting}Geowurf{1-2 Lvl}{W You},Movim. Sismico,{Fighting}Movim. Sismico{1-2 Lvl}{W You},Sísmico,{Fighting}Sísmico{1-2 Lvl}{W You},지구던지기,{Fighting}지구던지기{1-2 Lvl}{W You},地球上投,{Fighting}地球上投{1-2 Lvl}{W You}
{Fighting},{d4},Triple Kick,-1,-1,{W Add 1},{W Add 1},,False,{d4}{Fighting}Triple Kick{-1}{W Add 1}{W Add 1},Triple Kick,c76136,トリプルキック,{d4}{Fighting}トリプルキック{-1}{W Add 1}{W Add 1},Triple Pied,{d4}{Fighting}Triple Pied{-1}{W Add 1}{W Add 1},Dreifachkick,{d4}{Fighting}Dreifachkick{-1}{W Add 1}{W Add 1},Triplocalcio,{d4}{Fighting}Triplocalcio{-1}{W Add 1}{W Add 1},Triple Patada,{d4}{Fighting}Triple Patada{-1}{W Add 1}{W Add 1},트리플킥,{d4}{Fighting}트리플킥{-1}{W Add 1}{W Add 1},三連踢 / 三连踢,{d4}{Fighting}三連踢 / 三连踢{-1}{W Add 1}{W Add 1}
{Fighting},,Victory Dance,0,0,{W Adv 1},{B Dis 1},,False,{Fighting}Victory Dance{0}{W Adv 1}{B Dis 1},Victory Dance,c76136,しょうりのまい,{Fighting}しょうりのまい{0}{W Adv 1}{B Dis 1},Danse Victoire,{Fighting}Danse Victoire{0}{W Adv 1}{B Dis 1},Siegestanz,{Fighting}Siegestanz{0}{W Adv 1}{B Dis 1},Danzavittoria,{Fighting}Danzavittoria{0}{W Adv 1}{B Dis 1},Danza Triunfal,{Fighting}Danza Triunfal{0}{W Adv 1}{B Dis 1},승리의춤,{Fighting}승리의춤{0}{W Adv 1}{B Dis 1},勝利之舞 / 胜利之舞,{Fighting}勝利之舞 / 胜利之舞{0}{W Adv 1}{B Dis 1}
{Fire},,Burning Bulwark,0,0,{W Prot 1},{B Burn 4},,False,{Fire}Burning Bulwark{0}{W Prot 1}{B Burn 4},Burning Bulwark,ff6464,かえんのまもり,{Fire}かえんのまもり{0}{W Prot 1}{B Burn 4},Rempart Brûlant,{Fire}Rempart Brûlant{0}{W Prot 1}{B Burn 4},Flammenschild,{Fire}Flammenschild{0}{W Prot 1}{B Burn 4},Egida Ignea,{Fire}Egida Ignea{0}{W Prot 1}{B Burn 4},Llama Protectora,{Fire}Llama Protectora{0}{W Prot 1}{B Burn 4},화염의수호,{Fire}화염의수호{0}{W Prot 1}{B Burn 4},火焰守護 / 火焰守护,{Fire}火焰守護 / 火焰守护{0}{W Prot 1}{B Burn 4}
{Fire},,Heat Crash,1-2 Lvl,1-2 Lvl,{W You},,,#VALUE!,{Fire}Heat Crash{1-2 Lvl}{W You},Heat Crash,ff6464,ヒートスタンプ,{Fire}ヒートスタンプ{1-2 Lvl}{W You},Tacle Feu,{Fire}Tacle Feu{1-2 Lvl}{W You},Brandstempel,{Fire}Brandstempel{1-2 Lvl}{W You},Marchiafuoco,{Fire}Marchiafuoco{1-2 Lvl}{W You},Golpe Calor,{Fire}Golpe Calor{1-2 Lvl}{W You},히트스탬프,{Fire}히트스탬프{1-2 Lvl}{W You},高溫重壓 / 高温重压,{Fire}高溫重壓 / 高温重压{1-2 Lvl}{W You}
{Fire},,Sizzly Slide,3,3,{B Burn 4},,,False,{Fire}Sizzly Slide{3}{B Burn 4},Sizzly Slide,ff6464,めらめらバーン,{Fire}めらめらバーン{3}{B Burn 4},Évo-Flambo,{Fire}Évo-Flambo{3}{B Burn 4},Flackerbrand,{Fire}Flackerbrand{3}{B Burn 4},Fiammabam,{Fire}Fiammabam{3}{B Burn 4},Flarembestida,{Fire}Flarembestida{3}{B Burn 4},이글이글번,{Fire}이글이글번{3}{B Burn 4},熊熊火爆,{Fire}熊熊火爆{3}{B Burn 4}
{Fire},,Sunny Day,0,0,{Sunny},,,False,{Fire}Sunny Day{0}{Sunny},Sunny Day,ff6464,にほんばれ,{Fire}にほんばれ{0}{Sunny},Zénith,{Fire}Zénith{0}{Sunny},Sonnentag,{Fire}Sonnentag{0}{Sunny},Giornodisole,{Fire}Giornodisole{0}{Sunny},Día Soleado,{Fire}Día Soleado{0}{Sunny},쾌청,{Fire}쾌청{0}{Sunny},大晴天,{Fire}大晴天{0}{Sunny}
{Fire},,Will-O-Wisp,0,0,{B Burn 2},,,False,{Fire}Will-O-Wisp{0}{B Burn 2},Will-O-Wisp,ff6464,おにび,{Fire}おにび{0}{B Burn 2},Feu Follet,{Fire}Feu Follet{0}{B Burn 2},Irrlicht,{Fire}Irrlicht{0}{B Burn 2},Fuocofatuo,{Fire}Fuocofatuo{0}{B Burn 2},Fuego Fatuo,{Fire}Fuego Fatuo{0}{B Burn 2},도깨비불,{Fire}도깨비불{0}{B Burn 2},鬼火,{Fire}鬼火{0}{B Burn 2}
{Flying},,Defog,0,0,{W Adv 1},,,False,{Flying}Defog{0}{W Adv 1},Defog,cccccc,きりばらい,{Flying}きりばらい{0}{W Adv 1},Anti-Brume,{Flying}Anti-Brume{0}{W Adv 1},Auflockern,{Flying}Auflockern{0}{W Adv 1},Scacciabruma,{Flying}Scacciabruma{0}{W Adv 1},Despejar,{Flying}Despejar{0}{W Adv 1},안개제거,{Flying}안개제거{0}{W Adv 1},清除濃霧 / 清除浓雾,{Flying}清除濃霧 / 清除浓雾{0}{W Adv 1}
{Flying},,Feather Dance,0,0,{B DoubDis 1},,,False,{Flying}Feather Dance{0}{B DoubDis 1},Feather Dance,cccccc,フェザーダンス,{Flying}フェザーダンス{0}{B DoubDis 1},Danse Plumes,{Flying}Danse Plumes{0}{B DoubDis 1},Daunenreigen,{Flying}Daunenreigen{0}{B DoubDis 1},Danzadipiume,{Flying}Danzadipiume{0}{B DoubDis 1},Danza Pluma,{Flying}Danza Pluma{0}{B DoubDis 1},깃털댄스,{Flying}깃털댄스{0}{B DoubDis 1},羽毛舞,{Flying}羽毛舞{0}{B DoubDis 1}
{Flying},,Mirror Move,0,0,{W Reversal},,,False,{Flying}Mirror Move{0}{W Reversal},Mirror Move,cccccc,オウムがえし,{Flying}オウムがえし{0}{W Reversal},Mimique,{Flying}Mimique{0}{W Reversal},Spiegeltrick,{Flying}Spiegeltrick{0}{W Reversal},Speculmossa,{Flying}Speculmossa{0}{W Reversal},Espejo,{Flying}Espejo{0}{W Reversal},따라하기,{Flying}따라하기{0}{W Reversal},鸚鵡學舌 / 鹦鹉学舌,{Flying}鸚鵡學舌 / 鹦鹉学舌{0}{W Reversal}
{Flying},,Roost,0,0,{W Life},,,False,{Flying}Roost{0}{W Life},Roost,cccccc,はねやすめ,{Flying}はねやすめ{0}{W Life},Atterrissage,{Flying}Atterrissage{0}{W Life},Ruheort,{Flying}Ruheort{0}{W Life},Trespolo,{Flying}Trespolo{0}{W Life},Respiro,{Flying}Respiro{0}{W Life},날개쉬기,{Flying}날개쉬기{0}{W Life},羽棲 / 羽栖,{Flying}羽棲 / 羽栖{0}{W Life}
{Ghost},,Confuse Ray,0,0,{B Conf 1},,,False,{Ghost}Confuse Ray{0}{B Conf 1},Confuse Ray,8184a0,あやしいひかり,{Ghost}あやしいひかり{0}{B Conf 1},Onde Folie,{Ghost}Onde Folie{0}{B Conf 1},Konfusstrahl,{Ghost}Konfusstrahl{0}{B Conf 1},Stordiraggio,{Ghost}Stordiraggio{0}{B Conf 1},Rayo Confuso,{Ghost}Rayo Confuso{0}{B Conf 1},이상한빛,{Ghost}이상한빛{0}{B Conf 1},奇異之光 / 奇异之光,{Ghost}奇異之光 / 奇异之光{0}{B Conf 1}
{Ghost},,Curse,0,0,{B Curse},{W KO 4},,False,{Ghost}Curse{0}{B Curse}{W KO 4},Curse,8184a0,のろい,{Ghost}のろい{0}{B Curse}{W KO 4},Malédiction,{Ghost}Malédiction{0}{B Curse}{W KO 4},Fluch,{Ghost}Fluch{0}{B Curse}{W KO 4},Maledizione,{Ghost}Maledizione{0}{B Curse}{W KO 4},Maldición,{Ghost}Maldición{0}{B Curse}{W KO 4},저주,{Ghost}저주{0}{B Curse}{W KO 4},詛咒 / 诅咒,{Ghost}詛咒 / 诅咒{0}{B Curse}{W KO 4}
{Ghost},,Destiny Bond,0*,0*,{B Extra 5},,,#VALUE!,{Ghost}Destiny Bond{0*}{B Extra 5},Destiny Bond,8184a0,みちづれ,{Ghost}みちづれ{0*}{B Extra 5},Lien du Destin,{Ghost}Lien du Destin{0*}{B Extra 5},Abgangsbund,{Ghost}Abgangsbund{0*}{B Extra 5},Destinobbligato,{Ghost}Destinobbligato{0*}{B Extra 5},Mismo Destino,{Ghost}Mismo Destino{0*}{B Extra 5},길동무,{Ghost}길동무{0*}{B Extra 5},同命,{Ghost}同命{0*}{B Extra 5}
{Ghost},,Grudge,0*,0*,,,,#VALUE!,{Ghost}Grudge{0*},Grudge,8184a0,おんねん,{Ghost}おんねん{0*},Rancune,{Ghost}Rancune{0*},Nachspiel,{Ghost}Nachspiel{0*},Rancore,{Ghost}Rancore{0*},Rabia,{Ghost}Rabia{0*},원념,{Ghost}원념{0*},怨念,{Ghost}怨念{0*}
{Ghost},,Last Respects,*,*,,,,#VALUE!,{Ghost}Last Respects{*},Last Respects,8184a0,おはかまいり,{Ghost}おはかまいり{*},Hommage Posthume,{Ghost}Hommage Posthume{*},Letzte Ehre,{Ghost}Letzte Ehre{*},Omaggio ai KO,{Ghost}Omaggio ai KO{*},Homenaje Póstumo,{Ghost}Homenaje Póstumo{*},성묘,{Ghost}성묘{*},掃墓 / 扫墓,{Ghost}掃墓 / 扫墓{*}
{Ghost},,Night Shade,1-2 Lvl,1-2 Lvl,{W You},,,#VALUE!,{Ghost}Night Shade{1-2 Lvl}{W You},Night Shade,8184a0,ナイトヘッド,{Ghost}ナイトヘッド{1-2 Lvl}{W You},Ombre Nocturne,{Ghost}Ombre Nocturne{1-2 Lvl}{W You},Nachtnebel,{Ghost}Nachtnebel{1-2 Lvl}{W You},Ombra Notturna,{Ghost}Ombra Notturna{1-2 Lvl}{W You},Tinieblas,{Ghost}Tinieblas{1-2 Lvl}{W You},나이트헤드,{Ghost}나이트헤드{1-2 Lvl}{W You},黑夜魔影,{Ghost}黑夜魔影{1-2 Lvl}{W You}
{Ghost},,Poltergeist,*,*,,,,#VALUE!,{Ghost}Poltergeist{*},Poltergeist,8184a0,ポルターガイスト,{Ghost}ポルターガイスト{*},Esprit Frappeur,{Ghost}Esprit Frappeur{*},Poltergeist,{Ghost}Poltergeist{*},Poltergeist,{Ghost}Poltergeist{*},Poltergeist,{Ghost}Poltergeist{*},폴터가이스트,{Ghost}폴터가이스트{*},靈騷 / 灵骚,{Ghost}靈騷 / 灵骚{*}
{Grass},,Absorb,1,1,{W Life},,,False,{Grass}Absorb{1}{W Life},Absorb,89bd48,すいとる,{Grass}すいとる{1}{W Life},Vole-Vie,{Grass}Vole-Vie{1}{W Life},Absorber,{Grass}Absorber{1}{W Life},Assorbimento,{Grass}Assorbimento{1}{W Life},Absorber,{Grass}Absorber{1}{W Life},흡수,{Grass}흡수{1}{W Life},吸取,{Grass}吸取{1}{W Life}
{Grass},,Aromatherapy,0,0,{W Status},,,False,{Grass}Aromatherapy{0}{W Status},Aromatherapy,89bd48,アロマセラピー,{Grass}アロマセラピー{0}{W Status},Aromathérapie,{Grass}Aromathérapie{0}{W Status},Aromakur,{Grass}Aromakur{0}{W Status},Aromaterapia,{Grass}Aromaterapia{0}{W Status},Aromaterapia,{Grass}Aromaterapia{0}{W Status},아로마테라피,{Grass}아로마테라피{0}{W Status},芳香治療 / 芳香治疗,{Grass}芳香治療 / 芳香治疗{0}{W Status}
{Grass},,Cotton Guard,0,0,{B DoubDis 1},,,False,{Grass}Cotton Guard{0}{B DoubDis 1},Cotton Guard,89bd48,コットンガード,{Grass}コットンガード{0}{B DoubDis 1},Cotogarde,{Grass}Cotogarde{0}{B DoubDis 1},Watteschild,{Grass}Watteschild{0}{B DoubDis 1},Cotonscudo,{Grass}Cotonscudo{0}{B DoubDis 1},Rizo Algodón,{Grass}Rizo Algodón{0}{B DoubDis 1},코튼가드,{Grass}코튼가드{0}{B DoubDis 1},棉花防守,{Grass}棉花防守{0}{B DoubDis 1}
{Grass},,Cotton Spore,0,0,{W Priority},,,False,{Grass}Cotton Spore{0}{W Priority},Cotton Spore,89bd48,わたほうし,{Grass}わたほうし{0}{W Priority},Spore Coton,{Grass}Spore Coton{0}{W Priority},Baumwollsaat,{Grass}Baumwollsaat{0}{W Priority},Cottonspora,{Grass}Cottonspora{0}{W Priority},Esporagodón,{Grass}Esporagodón{0}{W Priority},목화포자,{Grass}목화포자{0}{W Priority},棉孢子,{Grass}棉孢子{0}{W Priority}
{Grass},,Grass Whistle,0,0,{B Sleep 4},,,False,{Grass}Grass Whistle{0}{B Sleep 4},Grass Whistle,89bd48,くさぶえ,{Grass}くさぶえ{0}{B Sleep 4},Siffl'Herbe,{Grass}Siffl'Herbe{0}{B Sleep 4},Grasflöte,{Grass}Grasflöte{0}{B Sleep 4},Meloderba,{Grass}Meloderba{0}{B Sleep 4},Silbato,{Grass}Silbato{0}{B Sleep 4},풀피리,{Grass}풀피리{0}{B Sleep 4},草笛 / 草笛,{Grass}草笛 / 草笛{0}{B Sleep 4}
{Grass},,Grass Knot,1-2 Lvl,1-2 Lvl,{B Opp},,,#VALUE!,{Grass}Grass Knot{1-2 Lvl}{B Opp},Grass Knot,89bd48,くさむすび,{Grass}くさむすび{1-2 Lvl}{B Opp},Nœud Herbe,{Grass}Nœud Herbe{1-2 Lvl}{B Opp},Strauchler,{Grass}Strauchler{1-2 Lvl}{B Opp},Laccioerboso,{Grass}Laccioerboso{1-2 Lvl}{B Opp},Hierba Lazo,{Grass}Hierba Lazo{1-2 Lvl}{B Opp},풀묶기,{Grass}풀묶기{1-2 Lvl}{B Opp},打草結 / 打草结,{Grass}打草結 / 打草结{1-2 Lvl}{B Opp}
{Grass},,Grassy Terrain,0,0,{Grassy Terrain},,,False,{Grass}Grassy Terrain{0}{Grassy Terrain},Grassy Terrain,89bd48,グラスフィールド,{Grass}グラスフィールド{0}{Grassy Terrain},Champ Herbu,{Grass}Champ Herbu{0}{Grassy Terrain},Grasfeld,{Grass}Grasfeld{0}{Grassy Terrain},Campo Erboso,{Grass}Campo Erboso{0}{Grassy Terrain},Campo de Hierba,{Grass}Campo de Hierba{0}{Grassy Terrain},그래스필드,{Grass}그래스필드{0}{Grassy Terrain},青草場地 / 青草场地,{Grass}青草場地 / 青草场地{0}{Grassy Terrain}
{Grass},,Ingrain,0,0,{Renewal},,,False,{Grass}Ingrain{0}{Renewal},Ingrain,89bd48,ねをはる,{Grass}ねをはる{0}{Renewal},Racines,{Grass}Racines{0}{Renewal},Verwurzler,{Grass}Verwurzler{0}{Renewal},Radicamento,{Grass}Radicamento{0}{Renewal},Arraigo,{Grass}Arraigo{0}{Renewal},뿌리박기,{Grass}뿌리박기{0}{Renewal},扎根,{Grass}扎根{0}{Renewal}
{Grass},,Jungle Healing,0,0,{W Revival},{W Status},,False,{Grass}Jungle Healing{0}{W Revival}{W Status},Jungle Healing,89bd48,ジャングルヒール,{Grass}ジャングルヒール{0}{W Revival}{W Status},Selve Salvatrice,{Grass}Selve Salvatrice{0}{W Revival}{W Status},Dschungelheilung,{Grass}Dschungelheilung{0}{W Revival}{W Status},Giunglacura,{Grass}Giunglacura{0}{W Revival}{W Status},Cura Selvática,{Grass}Cura Selvática{0}{W Revival}{W Status},정글힐,{Grass}정글힐{0}{W Revival}{W Status},叢林治療 / 丛林治疗,{Grass}叢林治療 / 丛林治疗{0}{W Revival}{W Status}
{Grass},,Leech Seed,0,0,{Renewal},,,False,{Grass}Leech Seed{0}{Renewal},Leech Seed,89bd48,やどりぎのタネ,{Grass}やどりぎのタネ{0}{Renewal},Vampigraine,{Grass}Vampigraine{0}{Renewal},Egelsamen,{Grass}Egelsamen{0}{Renewal},Parassiseme,{Grass}Parassiseme{0}{Renewal},Drenadoras,{Grass}Drenadoras{0}{Renewal},씨뿌리기,{Grass}씨뿌리기{0}{Renewal},寄生種子 / 寄生种子,{Grass}寄生種子 / 寄生种子{0}{Renewal}
{Grass},,Sappy Seed,3,3,{Renewal},,,False,{Grass}Sappy Seed{3}{Renewal},Sappy Seed,89bd48,すくすくボンバー,{Grass}すくすくボンバー{3}{Renewal},Évo-Écolo,{Grass}Évo-Écolo{3}{Renewal},Sprießomben,{Grass}Sprießomben{3}{Renewal},Bombafrush,{Grass}Bombafrush{3}{Renewal},Leafitobombas,{Grass}Leafitobombas{3}{Renewal},쑥쑥봄버,{Grass}쑥쑥봄버{3}{Renewal},茁茁轟炸 / 茁茁轰炸,{Grass}茁茁轟炸 / 茁茁轰炸{3}{Renewal}
{Grass},,Sleep Powder,0,0,{B Sleep 3},,,False,{Grass}Sleep Powder{0}{B Sleep 3},Sleep Powder,89bd48,ねむりごな,{Grass}ねむりごな{0}{B Sleep 3},Poudre Dodo,{Grass}Poudre Dodo{0}{B Sleep 3},Schlafpuder,{Grass}Schlafpuder{0}{B Sleep 3},Sonnifero,{Grass}Sonnifero{0}{B Sleep 3},Somnífero,{Grass}Somnífero{0}{B Sleep 3},수면가루,{Grass}수면가루{0}{B Sleep 3},催眠粉,{Grass}催眠粉{0}{B Sleep 3}
{Grass},,Spicy Extract,0,0,{W DoubAdv 1},,,False,{Grass}Spicy Extract{0}{W DoubAdv 1},Spicy Extract,89bd48,ハバネロエキス,{Grass}ハバネロエキス{0}{W DoubAdv 1},Habanerage,{Grass}Habanerage{0}{W DoubAdv 1},Chili-Essenz,{Grass}Chili-Essenz{0}{W DoubAdv 1},Essenza Piccante,{Grass}Essenza Piccante{0}{W DoubAdv 1},Extracto Picante,{Grass}Extracto Picante{0}{W DoubAdv 1},하바네로엑기스,{Grass}하바네로엑기스{0}{W DoubAdv 1},辣椒精華 / 辣椒精华,{Grass}辣椒精華 / 辣椒精华{0}{W DoubAdv 1}
{Grass},,Spiky Shield,0,0,{W Prot 1},{W Rage},,False,{Grass}Spiky Shield{0}{W Prot 1}{W Rage},Spiky Shield,89bd48,ニードルガード,{Grass}ニードルガード{0}{W Prot 1}{W Rage},Pico-Défense,{Grass}Pico-Défense{0}{W Prot 1}{W Rage},Schutzstacheln,{Grass}Schutzstacheln{0}{W Prot 1}{W Rage},Agodifesa,{Grass}Agodifesa{0}{W Prot 1}{W Rage},Barrera Espinosa,{Grass}Barrera Espinosa{0}{W Prot 1}{W Rage},니들가드,{Grass}니들가드{0}{W Prot 1}{W Rage},尖刺防守,{Grass}尖刺防守{0}{W Prot 1}{W Rage}
