Type,Die,Move Name,Power,STAB,Effect 1,Effect 2,Effect 3,STAB?,Move,File Name,Move:color,Japanese,Move - Japanese,French,Move - French,German,Move - German,Italian,Move - Italian,Spanish,Move - Spanish,Korean,Move - Korean,Chinese,Move - Chinese
{Fairy},,Spirit Break,2,3,{B Dis 1},,,True,{Fairy}Spirit Break{3}{B Dis 1},Spirit Break (S),ffa5cd,ソウルクラッシュ,{Fairy}ソウルクラッシュ{3}{B Dis 1},Choc Émotionnel,{Fairy}Choc Émotionnel{3}{B Dis 1},Seelenbruch,{Fairy}Seelenbruch{3}{B Dis 1},Frantumanima,{Fairy}Frantumanima{3}{B Dis 1},Choque Anímico,{Fairy}Choque Anímico{3}{B Dis 1},소울크래시,{Fairy}소울크래시{3}{B Dis 1},靈魂衝擊 / 灵魂冲击,{Fairy}靈魂衝擊 / 灵魂冲击{3}{B Dis 1}
{Fairy},,Springtide Storm,2,3,{AdvDis 6},,,True,{Fairy}Springtide Storm{3}{AdvDis 6},Springtide Storm (S),ffa5cd,はるのあらし,{Fairy}はるのあらし{3}{AdvDis 6},Typhon Passionné,{Fairy}Typhon Passionné{3}{AdvDis 6},Frühlingsorkan,{Fairy}Frühlingsorkan{3}{AdvDis 6},Tempesta Zefirea,{Fairy}Tempesta Zefirea{3}{AdvDis 6},Ciclón Primavera,{Fairy}Ciclón Primavera{3}{AdvDis 6},봄의폭풍,{Fairy}봄의폭풍{3}{AdvDis 6},陽春風暴 / 阳春风暴,{Fairy}陽春風暴 / 阳春风暴{3}{AdvDis 6}
{Fairy},,Strange Steam,2,3,{B Conf 6},,,True,{Fairy}Strange Steam{3}{B Conf 6},Strange Steam (S),ffa5cd,ワンダースチーム,{Fairy}ワンダースチーム{3}{B Conf 6},Vapeur Féérique,{Fairy}Vapeur Féérique{3}{B Conf 6},Wunderdampf,{Fairy}Wunderdampf{3}{B Conf 6},Vapore Incantato,{Fairy}Vapore Incantato{3}{B Conf 6},Cautivapor,{Fairy}Cautivapor{3}{B Conf 6},원더스팀,{Fairy}원더스팀{3}{B Conf 6},神奇蒸汽,{Fairy}神奇蒸汽{3}{B Conf 6}
{Fighting},{d4},Arm Thrust,1,2,{W Add 4},,,True,{d4}{Fighting}Arm Thrust{2}{W Add 4},Arm Thrust (S),c76136,つっぱり,{d4}{Fighting}つっぱり{2}{W Add 4},Cogne,{d4}{Fighting}Cogne{2}{W Add 4},Armstoß,{d4}{Fighting}Armstoß{2}{W Add 4},Sberletese,{d4}{Fighting}Sberletese{2}{W Add 4},Empujón,{d4}{Fighting}Empujón{2}{W Add 4},손바닥치기,{d4}{Fighting}손바닥치기{2}{W Add 4},猛推,{d4}{Fighting}猛推{2}{W Add 4}
{Fighting},,Aura Sphere,2,3,{W Adv 1},,,True,{Fighting}Aura Sphere{3}{W Adv 1},Aura Sphere (S),c76136,はどうだん,{Fighting}はどうだん{3}{W Adv 1},Aurasphère,{Fighting}Aurasphère{3}{W Adv 1},Aurasphäre,{Fighting}Aurasphäre{3}{W Adv 1},Sferapulsar,{Fighting}Sferapulsar{3}{W Adv 1},Esfera Aural,{Fighting}Esfera Aural{3}{W Adv 1},파동탄,{Fighting}파동탄{3}{W Adv 1},波導彈 / 波导弹,{Fighting}波導彈 / 波导弹{3}{W Adv 1}
{Fighting},,Axe Kick,3,4,{B Conf 5},{W KO 6},,True,{Fighting}Axe Kick{4}{B Conf 5}{W KO 6},Axe Kick (S),c76136,かかとおとし,{Fighting}かかとおとし{4}{B Conf 5}{W KO 6},Talon-Marteau,{Fighting}Talon-Marteau{4}{B Conf 5}{W KO 6},Fersenkick,{Fighting}Fersenkick{4}{B Conf 5}{W KO 6},Calcio ad Ascia,{Fighting}Calcio ad Ascia{4}{B Conf 5}{W KO 6},Patada Hacha,{Fighting}Patada Hacha{4}{B Conf 5}{W KO 6},발꿈치찍기,{Fighting}발꿈치찍기{4}{B Conf 5}{W KO 6},下壓踢 / 下压踢,{Fighting}下壓踢 / 下压踢{4}{B Conf 5}{W KO 6}
{Fighting},,Body Press,2,3,,,,True,{Fighting}Body Press{3},Body Press (S),c76136,ボディプレス,{Fighting}ボディプレス{3},Big Splash,{Fighting}Big Splash{3},Body Press,{Fighting}Body Press{3},Schiacciacorpo,{Fighting}Schiacciacorpo{3},Plancha Corporal,{Fighting}Plancha Corporal{3},바디프레스,{Fighting}바디프레스{3},撲擊 / 扑击,{Fighting}撲擊 / 扑击{3}
{Fighting},,Brick Break,2*,3*,,,,#VALUE!,{Fighting}Brick Break{3*},Brick Break (S),c76136,かわらわり,{Fighting}かわらわり{3*},Casse-Brique,{Fighting}Casse-Brique{3*},Durchbruch,{Fighting}Durchbruch{3*},Breccia,{Fighting}Breccia{3*},Demolición,{Fighting}Demolición{3*},깨트리다,{Fighting}깨트리다{3*},劈瓦,{Fighting}劈瓦{3*}
{Fighting},,Circle Throw,2,3,{B Switch},,,True,{Fighting}Circle Throw{3}{B Switch},Circle Throw (S),c76136,ともえなげ,{Fighting}ともえなげ{3}{B Switch},Projection,{Fighting}Projection{3}{B Switch},Überkopfwurf,{Fighting}Überkopfwurf{3}{B Switch},Ribaltiro,{Fighting}Ribaltiro{3}{B Switch},Llave Giro,{Fighting}Llave Giro{3}{B Switch},배대뒤치기,{Fighting}배대뒤치기{3}{B Switch},巴投,{Fighting}巴投{3}{B Switch}
{Fighting},,Close Combat,3,4,{W StatDown},,,True,{Fighting}Close Combat{4}{W StatDown},Close Combat (S),c76136,インファイト,{Fighting}インファイト{4}{W StatDown},Close Combat,{Fighting}Close Combat{4}{W StatDown},Nahkampf,{Fighting}Nahkampf{4}{W StatDown},Zuffa,{Fighting}Zuffa{4}{W StatDown},A Bocajarro,{Fighting}A Bocajarro{4}{W StatDown},인파이트,{Fighting}인파이트{4}{W StatDown},近身戰 / 近身战,{Fighting}近身戰 / 近身战{4}{W StatDown}
{Fighting},,Collision Course,2,3,,,,True,{Fighting}Collision Course{3},Collision Course (S),c76136,アクセルブレイク,{Fighting}アクセルブレイク{3},Nitro Crash,{Fighting}Nitro Crash{3},Kollisionskurs,{Fighting}Kollisionskurs{3},Turboschianto,{Fighting}Turboschianto{3},Nitrochoque,{Fighting}Nitrochoque{3},액셀브레이크,{Fighting}액셀브레이크{3},全開猛撞 / 全开猛撞,{Fighting}全開猛撞 / 全开猛撞{3}
{Fighting},,Combat Torque,2,3,{B Para 5},,,True,{Fighting}Combat Torque{3}{B Para 5},Combat Torque (S),c76136,ファイトアクセル,{Fighting}ファイトアクセル{3}{B Para 5},Crash Musclé,{Fighting}Crash Musclé{3}{B Para 5},Raufturbo,{Fighting}Raufturbo{3}{B Para 5},Turborissa,{Fighting}Turborissa{3}{B Para 5},Pugnachoque,{Fighting}Pugnachoque{3}{B Para 5},파이트액셀,{Fighting}파이트액셀{3}{B Para 5},格鬥暴衝 / 格斗暴冲,{Fighting}格鬥暴衝 / 格斗暴冲{3}{B Para 5}
{Fighting},{d8},Cross Chop,2,3,,,,True,{d8}{Fighting}Cross Chop{3},Cross Chop (S),c76136,クロスチョップ,{d8}{Fighting}クロスチョップ{3},Coup Croix,{d8}{Fighting}Coup Croix{3},Kreuzhieb,{d8}{Fighting}Kreuzhieb{3},Incrocolpo,{d8}{Fighting}Incrocolpo{3},Tajo Cruzado,{d8}{Fighting}Tajo Cruzado{3},크로스촙,{d8}{Fighting}크로스촙{3},十字劈,{d8}{Fighting}十字劈{3}
{Fighting},{d4},Double Kick,1,2,{W Add 1},,,True,{d4}{Fighting}Double Kick{2}{W Add 1},Double Kick (S),c76136,にどげり,{d4}{Fighting}にどげり{2}{W Add 1},Double Pied,{d4}{Fighting}Double Pied{2}{W Add 1},Doppelkick,{d4}{Fighting}Doppelkick{2}{W Add 1},Doppiocalcio,{d4}{Fighting}Doppiocalcio{2}{W Add 1},Doble Patada,{d4}{Fighting}Doble Patada{2}{W Add 1},두번치기,{d4}{Fighting}두번치기{2}{W Add 1},二連踢 / 二连踢,{d4}{Fighting}二連踢 / 二连踢{2}{W Add 1}
{Fighting},,Drain Punch,2,3,{W Life},,,True,{Fighting}Drain Punch{3}{W Life},Drain Punch (S),c76136,ドレインパンチ,{Fighting}ドレインパンチ{3}{W Life},Vampi-Poing,{Fighting}Vampi-Poing{3}{W Life},Ableithieb,{Fighting}Ableithieb{3}{W Life},Assorbipugno,{Fighting}Assorbipugno{3}{W Life},Puño Drenaje,{Fighting}Puño Drenaje{3}{W Life},드레인펀치,{Fighting}드레인펀치{3}{W Life},吸取拳,{Fighting}吸取拳{3}{W Life}
{Fighting},,Dynamic Punch,2,3,{B Conf 4},,,True,{Fighting}Dynamic Punch{3}{B Conf 4},Dynamic Punch (S),c76136,ばくれつパンチ,{Fighting}ばくれつパンチ{3}{B Conf 4},Dynamo-Poing,{Fighting}Dynamo-Poing{3}{B Conf 4},Wuchtschlag,{Fighting}Wuchtschlag{3}{B Conf 4},Dinamipugno,{Fighting}Dinamipugno{3}{B Conf 4},Puño Dinámico,{Fighting}Puño Dinámico{3}{B Conf 4},폭발펀치,{Fighting}폭발펀치{3}{B Conf 4},爆裂拳,{Fighting}爆裂拳{3}{B Conf 4}
{Fighting},,Flying Press,2*,3*,,,,#VALUE!,{Fighting}Flying Press{3*},Flying Press (S),c76136,フライングプレス,{Fighting}フライングプレス{3*},Flying Press,{Fighting}Flying Press{3*},Flying Press,{Fighting}Flying Press{3*},Schiacciatuffo,{Fighting}Schiacciatuffo{3*},Plancha Voladora,{Fighting}Plancha Voladora{3*},플라잉프레스,{Fighting}플라잉프레스{3*},飛身重壓 / 飞身重压,{Fighting}飛身重壓 / 飞身重压{3*}
{Fighting},,Focus Blast,3,4,{W Adv 6},,,True,{Fighting}Focus Blast{4}{W Adv 6},Focus Blast (S),c76136,きあいだま,{Fighting}きあいだま{4}{W Adv 6},Exploforce,{Fighting}Exploforce{4}{W Adv 6},Fokusstoß,{Fighting}Fokusstoß{4}{W Adv 6},Focalcolpo,{Fighting}Focalcolpo{4}{W Adv 6},Onda Certera,{Fighting}Onda Certera{4}{W Adv 6},기합구슬,{Fighting}기합구슬{4}{W Adv 6},真氣彈 / 真气弹,{Fighting}真氣彈 / 真气弹{4}{W Adv 6}
{Fighting},,Force Palm,2,3,{B Para 5},,,True,{Fighting}Force Palm{3}{B Para 5},Force Palm (S),c76136,はっけい,{Fighting}はっけい{3}{B Para 5},Forte-Paume,{Fighting}Forte-Paume{3}{B Para 5},Kraftwelle,{Fighting}Kraftwelle{3}{B Para 5},Palmoforza,{Fighting}Palmoforza{3}{B Para 5},Palmeo,{Fighting}Palmeo{3}{B Para 5},발경,{Fighting}발경{3}{B Para 5},發勁 / 发劲,{Fighting}發勁 / 发劲{3}{B Para 5}
{Fighting},,Hammer Arm,2,3,,,,True,{Fighting}Hammer Arm{3},Hammer Arm (S),c76136,アームハンマー,{Fighting}アームハンマー{3},Marto-Poing,{Fighting}Marto-Poing{3},Hammerarm,{Fighting}Hammerarm{3},Martelpugno,{Fighting}Martelpugno{3},Machada,{Fighting}Machada{3},암해머,{Fighting}암해머{3},臂錘 / 臂锤,{Fighting}臂錘 / 臂锤{3}
{Fighting},,High Jump Kick,3,4,{W KO 6},,,True,{Fighting}High Jump Kick{4}{W KO 6},High Jump Kick (S),c76136,とびひざげり,{Fighting}とびひざげり{4}{W KO 6},Pied Voltige,{Fighting}Pied Voltige{4}{W KO 6},Turmkick,{Fighting}Turmkick{4}{W KO 6},Calcinvolo,{Fighting}Calcinvolo{4}{W KO 6},Pat. Salto Alta,{Fighting}Pat. Salto Alta{4}{W KO 6},무릎차기,{Fighting}무릎차기{4}{W KO 6},飛膝踢 / 飞膝踢,{Fighting}飛膝踢 / 飞膝踢{4}{W KO 6}
{Fighting},,Jump Kick,2,3,{W KO 6},,,True,{Fighting}Jump Kick{3}{W KO 6},Jump Kick (S),c76136,とびげり,{Fighting}とびげり{3}{W KO 6},Pied Sauté,{Fighting}Pied Sauté{3}{W KO 6},Sprungkick,{Fighting}Sprungkick{3}{W KO 6},Calciosalto,{Fighting}Calciosalto{3}{W KO 6},Patada Salto,{Fighting}Patada Salto{3}{W KO 6},점프킥,{Fighting}점프킥{3}{W KO 6},飛踢 / 飞踢,{Fighting}飛踢 / 飞踢{3}{W KO 6}
{Fighting},{d8},Karate Chop,1,2,,,,True,{d8}{Fighting}Karate Chop{2},Karate Chop (S),c76136,からてチョップ,{d8}{Fighting}からてチョップ{2},Poing Karaté,{d8}{Fighting}Poing Karaté{2},Karateschlag,{d8}{Fighting}Karateschlag{2},Colpokarate,{d8}{Fighting}Colpokarate{2},Golpe Kárate,{d8}{Fighting}Golpe Kárate{2},태권당수,{d8}{Fighting}태권당수{2},空手劈,{d8}{Fighting}空手劈{2}
{Fighting},,Low Kick,1,2,,,,True,{Fighting}Low Kick{2},Low Kick (S),c76136,けたぐり,{Fighting}けたぐり{2},Balayage,{Fighting}Balayage{2},Fußkick,{Fighting}Fußkick{2},Colpo Basso,{Fighting}Colpo Basso{2},Patada Baja,{Fighting}Patada Baja{2},안다리걸기,{Fighting}안다리걸기{2},踢倒,{Fighting}踢倒{2}
{Fighting},,Low Sweep,2,3,,,,True,{Fighting}Low Sweep{3},Low Sweep (S),c76136,ローキック,{Fighting}ローキック{3},Balayette,{Fighting}Balayette{3},Fußtritt,{Fighting}Fußtritt{3},Calciobasso,{Fighting}Calciobasso{3},Puntapié,{Fighting}Puntapié{3},로킥,{Fighting}로킥{3},下盤踢 / 下盘踢,{Fighting}下盤踢 / 下盘踢{3}
{Fighting},,Mach Punch,1,2,{W Priority},,,True,{Fighting}Mach Punch{2}{W Priority},Mach Punch (S),c76136,マッハパンチ,{Fighting}マッハパンチ{2}{W Priority},Mach Punch,{Fighting}Mach Punch{2}{W Priority},Tempohieb,{Fighting}Tempohieb{2}{W Priority},Pugnorapido,{Fighting}Pugnorapido{2}{W Priority},Ultrapuño,{Fighting}Ultrapuño{2}{W Priority},마하펀치,{Fighting}마하펀치{2}{W Priority},音速拳,{Fighting}音速拳{2}{W Priority}
{Fighting},,Meteor Assault,3,4,{W Recharge},,,True,{Fighting}Meteor Assault{4}{W Recharge},Meteor Assault (S),c76136,スターアサルト,{Fighting}スターアサルト{4}{W Recharge},Joute Astrale,{Fighting}Joute Astrale{4}{W Recharge},Sternensturm,{Fighting}Sternensturm{4}{W Recharge},Sfolgorassalto,{Fighting}Sfolgorassalto{4}{W Recharge},Asalto Estelar,{Fighting}Asalto Estelar{4}{W Recharge},스타어설트,{Fighting}스타어설트{4}{W Recharge},流星突擊 / 流星突击,{Fighting}流星突擊 / 流星突击{4}{W Recharge}
{Fighting},,Power-Up Punch,1,2,{W Adv 1},,,True,{Fighting}Power-Up Punch{2}{W Adv 1},Power-Up Punch (S),c76136,グロウパンチ,{Fighting}グロウパンチ{2}{W Adv 1},Poing Boost,{Fighting}Poing Boost{2}{W Adv 1},Steigerungshieb,{Fighting}Steigerungshieb{2}{W Adv 1},Crescipugno,{Fighting}Crescipugno{2}{W Adv 1},Puño Incremento,{Fighting}Puño Incremento{2}{W Adv 1},그로우펀치,{Fighting}그로우펀치{2}{W Adv 1},增強拳 / 增强拳,{Fighting}增強拳 / 增强拳{2}{W Adv 1}
{Fighting},,Raging Bull,2,3,,,,True,{Fighting}Raging Bull{3},Raging Bull (Fighting) (S),c76136,レイジングブル,{Fighting}レイジングブル{3},Taurogne,{Fighting}Taurogne{3},Rasender Stier,{Fighting}Rasender Stier{3},Scatenatoro,{Fighting}Scatenatoro{3},Furia Taurina,{Fighting}Furia Taurina{3},레이징불,{Fighting}레이징불{3},怒牛,{Fighting}怒牛{3}
{Fighting},,Revenge,2,3,{W Rage},,,True,{Fighting}Revenge{3}{W Rage},Revenge (S),c76136,リベンジ,{Fighting}リベンジ{3}{W Rage},Vendetta,{Fighting}Vendetta{3}{W Rage},Vergeltung,{Fighting}Vergeltung{3}{W Rage},Vendetta,{Fighting}Vendetta{3}{W Rage},Desquite,{Fighting}Desquite{3}{W Rage},리벤지,{Fighting}리벤지{3}{W Rage},報復 / 报复,{Fighting}報復 / 报复{3}{W Rage}
{Fighting},,Rock Smash,1,2,{W Adv 5},,,True,{Fighting}Rock Smash{2}{W Adv 5},Rock Smash (S),c76136,いわくだき,{Fighting}いわくだき{2}{W Adv 5},Éclate-Roc,{Fighting}Éclate-Roc{2}{W Adv 5},Zertrümmerer,{Fighting}Zertrümmerer{2}{W Adv 5},Spaccaroccia,{Fighting}Spaccaroccia{2}{W Adv 5},Golpe Roca,{Fighting}Golpe Roca{2}{W Adv 5},바위깨기,{Fighting}바위깨기{2}{W Adv 5},碎岩,{Fighting}碎岩{2}{W Adv 5}
{Fighting},,Rolling Kick,2,3,{B Dis 5},,,True,{Fighting}Rolling Kick{3}{B Dis 5},Rolling Kick (S),c76136,まわしげり,{Fighting}まわしげり{3}{B Dis 5},Mawashi Geri,{Fighting}Mawashi Geri{3}{B Dis 5},Fegekick,{Fighting}Fegekick{3}{B Dis 5},Calciorullo,{Fighting}Calciorullo{3}{B Dis 5},Patada Giro,{Fighting}Patada Giro{3}{B Dis 5},돌려차기,{Fighting}돌려차기{3}{B Dis 5},迴旋踢 / 回旋踢,{Fighting}迴旋踢 / 回旋踢{3}{B Dis 5}
{Fighting},,Sacred Sword,2,3,{W Adv 1},,,True,{Fighting}Sacred Sword{3}{W Adv 1},Sacred Sword (S),c76136,せいなるつるぎ,{Fighting}せいなるつるぎ{3}{W Adv 1},Lame Sainte,{Fighting}Lame Sainte{3}{W Adv 1},Sanctoklinge,{Fighting}Sanctoklinge{3}{W Adv 1},Spadasolenne,{Fighting}Spadasolenne{3}{W Adv 1},Espada Santa,{Fighting}Espada Santa{3}{W Adv 1},성스러운칼,{Fighting}성스러운칼{3}{W Adv 1},聖劍 / 圣剑,{Fighting}聖劍 / 圣剑{3}{W Adv 1}
{Fighting},,Secret Sword,2,3,,,,True,{Fighting}Secret Sword{3},Secret Sword (S),c76136,しんぴのつるぎ,{Fighting}しんぴのつるぎ{3},Lame Ouinte,{Fighting}Lame Ouinte{3},Mystoschwert,{Fighting}Mystoschwert{3},Spadamistica,{Fighting}Spadamistica{3},Sable Místico,{Fighting}Sable Místico{3},신비의칼,{Fighting}신비의칼{3},神秘之劍 / 神秘之剑,{Fighting}神秘之劍 / 神秘之剑{3}
{Fighting},,Sky Uppercut,2,3,,,,True,{Fighting}Sky Uppercut{3},Sky Uppercut (S),c76136,スカイアッパー,{Fighting}スカイアッパー{3},Stratopercut,{Fighting}Stratopercut{3},Himmelhieb,{Fighting}Himmelhieb{3},Stramontante,{Fighting}Stramontante{3},Gancho Alto,{Fighting}Gancho Alto{3},스카이업퍼,{Fighting}스카이업퍼{3},衝天拳 / 冲天拳,{Fighting}衝天拳 / 冲天拳{3}
{Fighting},{d8},Storm Throw,2,3,,,,True,{d8}{Fighting}Storm Throw{3},Storm Throw (S),c76136,やまあらし,{d8}{Fighting}やまあらし{3},Yama Arashi,{d8}{Fighting}Yama Arashi{3},Bergsturm,{d8}{Fighting}Bergsturm{3},Tempestretta,{d8}{Fighting}Tempestretta{3},Llave Corsé,{d8}{Fighting}Llave Corsé{3},업어후리기,{d8}{Fighting}업어후리기{3},山嵐摔 / 山岚摔,{d8}{Fighting}山嵐摔 / 山岚摔{3}
{Fighting},,Submission,2,3,{W KO 6},,,True,{Fighting}Submission{3}{W KO 6},Submission (S),c76136,じごくぐるま,{Fighting}じごくぐるま{3}{W KO 6},Sacrifice,{Fighting}Sacrifice{3}{W KO 6},Überroller,{Fighting}Überroller{3}{W KO 6},Sottomissione,{Fighting}Sottomissione{3}{W KO 6},Sumisión,{Fighting}Sumisión{3}{W KO 6},지옥의바퀴,{Fighting}지옥의바퀴{3}{W KO 6},地獄翻滾 / 地狱翻滚,{Fighting}地獄翻滾 / 地狱翻滚{3}{W KO 6}
{Fighting},,Superpower,3,4,{W StatDown},,,True,{Fighting}Superpower{4}{W StatDown},Superpower (S),c76136,ばかぢから,{Fighting}ばかぢから{4}{W StatDown},Surpuissance,{Fighting}Surpuissance{4}{W StatDown},Kraftkoloss,{Fighting}Kraftkoloss{4}{W StatDown},Troppoforte,{Fighting}Troppoforte{4}{W StatDown},Fuerza Bruta,{Fighting}Fuerza Bruta{4}{W StatDown},엄청난힘,{Fighting}엄청난힘{4}{W StatDown},蠻力 / 蛮力,{Fighting}蠻力 / 蛮力{4}{W StatDown}
{Fighting},,Thunderous Kick,2,3,{W Adv 1},,,True,{Fighting}Thunderous Kick{3}{W Adv 1},Thunderous Kick (S),c76136,らいめいげり,{Fighting}らいめいげり{3}{W Adv 1},Coup Fulgurant,{Fighting}Coup Fulgurant{3}{W Adv 1},Donnernder Tritt,{Fighting}Donnernder Tritt{3}{W Adv 1},Calcio Tonante,{Fighting}Calcio Tonante{3}{W Adv 1},Patada Relámpago,{Fighting}Patada Relámpago{3}{W Adv 1},천둥차기,{Fighting}천둥차기{3}{W Adv 1},雷鳴蹴擊 / 雷鸣蹴击,{Fighting}雷鳴蹴擊 / 雷鸣蹴击{3}{W Adv 1}
{Fighting},{d8},Triple Arrows,1,2,{W Adv 5},,,True,{d8}{Fighting}Triple Arrows{2}{W Adv 5},Triple Arrows (S),c76136,３ぼんのや,{d8}{Fighting}３ぼんのや{2}{W Adv 5},Triple Flèche,{d8}{Fighting}Triple Flèche{2}{W Adv 5},Drillingspfeile,{d8}{Fighting}Drillingspfeile{2}{W Adv 5},Triplodardo,{d8}{Fighting}Triplodardo{2}{W Adv 5},Triple Flecha,{d8}{Fighting}Triple Flecha{2}{W Adv 5},3연화살,{d8}{Fighting}3연화살{2}{W Adv 5},三連箭 / 三连箭,{d8}{Fighting}三連箭 / 三连箭{2}{W Adv 5}
{Fighting},,Upper Hand,2,3,{W Priority},,,True,{Fighting}Upper Hand{3}{W Priority},Upper Hand (S),c76136,はやてがえし,{Fighting}はやてがえし{3}{W Priority},Prio-Parade,{Fighting}Prio-Parade{3}{W Priority},Schnellkonter,{Fighting}Schnellkonter{3}{W Priority},Colpo di Mano,{Fighting}Colpo di Mano{3}{W Priority},Palma Rauda,{Fighting}Palma Rauda{3}{W Priority},기선제압,{Fighting}기선제압{3}{W Priority},快手還擊 / 快手还击,{Fighting}快手還擊 / 快手还击{3}{W Priority}
{Fighting},,Vacuum Wave,1,2,{W Priority},,,True,{Fighting}Vacuum Wave{2}{W Priority},Vacuum Wave (S),c76136,しんくうは,{Fighting}しんくうは{2}{W Priority},Onde Vide,{Fighting}Onde Vide{2}{W Priority},Vakuumwelle,{Fighting}Vakuumwelle{2}{W Priority},Vuotonda,{Fighting}Vuotonda{2}{W Priority},Onda Vacío,{Fighting}Onda Vacío{2}{W Priority},진공파,{Fighting}진공파{2}{W Priority},真空波,{Fighting}真空波{2}{W Priority}
{Fighting},,Vital Throw,2,3,{W Adv 1},,,True,{Fighting}Vital Throw{3}{W Adv 1},Vital Throw (S),c76136,あてみなげ,{Fighting}あてみなげ{3}{W Adv 1},Corps Perdu,{Fighting}Corps Perdu{3}{W Adv 1},Überwurf,{Fighting}Überwurf{3}{W Adv 1},Vitaltiro,{Fighting}Vitaltiro{3}{W Adv 1},Llave Vital,{Fighting}Llave Vital{3}{W Adv 1},받아던지기,{Fighting}받아던지기{3}{W Adv 1},借力摔,{Fighting}借力摔{3}{W Adv 1}
{Fighting},,Wake-Up Slap,2,3,{W Boost},,,True,{Fighting}Wake-Up Slap{3}{W Boost},Wake-Up Slap (S),c76136,めざましビンタ,{Fighting}めざましビンタ{3}{W Boost},Réveil Forcé,{Fighting}Réveil Forcé{3}{W Boost},Weckruf,{Fighting}Weckruf{3}{W Boost},Svegliopacca,{Fighting}Svegliopacca{3}{W Boost},Espabila,{Fighting}Espabila{3}{W Boost},잠깨움뺨치기,{Fighting}잠깨움뺨치기{3}{W Boost},喚醒巴掌 / 唤醒巴掌,{Fighting}喚醒巴掌 / 唤醒巴掌{3}{W Boost}
{Fire},,Armor Cannon,3,4,{W StatDown},,,True,{Fire}Armor Cannon{4}{W StatDown},Armor Cannon (S),ff6464,アーマーキャノン,{Fire}アーマーキャノン{4}{W StatDown},Canon Blindé,{Fire}Canon Blindé{4}{W StatDown},Rüstungskanone,{Fire}Rüstungskanone{4}{W StatDown},Corazza Cannone,{Fire}Corazza Cannone{4}{W StatDown},Cañón Armadura,{Fire}Cañón Armadura{4}{W StatDown},아머캐논,{Fire}아머캐논{4}{W StatDown},鎧農炮 / 铠农炮,{Fire}鎧農炮 / 铠农炮{4}{W StatDown}
{Fire},,Bitter Blade,2,3,{W Life},,,True,{Fire}Bitter Blade{3}{W Life},Bitter Blade (S),ff6464,むねんのつるぎ,{Fire}むねんのつるぎ{3}{W Life},Lame en Peine,{Fire}Lame en Peine{3}{W Life},Reueschwert,{Fire}Reueschwert{3}{W Life},Lama del Rimorso,{Fire}Lama del Rimorso{3}{W Life},Espada Lamento,{Fire}Espada Lamento{3}{W Life},원념의칼,{Fire}원념의칼{3}{W Life},悔念劍 / 悔念剑,{Fire}悔念劍 / 悔念剑{3}{W Life}
{Fire},,Blast Burn,3,4,{W Recharge},,,True,{Fire}Blast Burn{4}{W Recharge},Blast Burn (S),ff6464,ブラストバーン,{Fire}ブラストバーン{4}{W Recharge},Rafale Feu,{Fire}Rafale Feu{4}{W Recharge},Lohekanonade,{Fire}Lohekanonade{4}{W Recharge},Incendio,{Fire}Incendio{4}{W Recharge},Anillo Ígneo,{Fire}Anillo Ígneo{4}{W Recharge},블러스트번,{Fire}블러스트번{4}{W Recharge},爆炸烈焰,{Fire}爆炸烈焰{4}{W Recharge}
{Fire},{d8},Blaze Kick,2,3,{B Burn 6},,,True,{d8}{Fire}Blaze Kick{3}{B Burn 6},Blaze Kick (S),ff6464,ブレイズキック,{d8}{Fire}ブレイズキック{3}{B Burn 6},Pied Brûleur,{d8}{Fire}Pied Brûleur{3}{B Burn 6},Feuerfeger,{d8}{Fire}Feuerfeger{3}{B Burn 6},Calciardente,{d8}{Fire}Calciardente{3}{B Burn 6},Patada Ígnea,{d8}{Fire}Patada Ígnea{3}{B Burn 6},브레이즈킥,{d8}{Fire}브레이즈킥{3}{B Burn 6},火焰踢,{d8}{Fire}火焰踢{3}{B Burn 6}
{Fire},,Blazing Torque,2,3,{B Burn 5},,,True,{Fire}Blazing Torque{3}{B Burn 5},Blazing Torque (S),ff6464,バーンアクセル,{Fire}バーンアクセル{3}{B Burn 5},Crash Brûlant,{Fire}Crash Brûlant{3}{B Burn 5},Hitzeturbo,{Fire}Hitzeturbo{3}{B Burn 5},Turboustione,{Fire}Turboustione{3}{B Burn 5},Pirochoque,{Fire}Pirochoque{3}{B Burn 5},번액셀,{Fire}번액셀{3}{B Burn 5},灼熱暴衝 / 灼热暴冲,{Fire}灼熱暴衝 / 灼热暴冲{3}{B Burn 5}
{Fire},,Blue Flare,3,4,{B Burn 6},,,True,{Fire}Blue Flare{4}{B Burn 6},Blue Flare (S),ff6464,あおいほのお,{Fire}あおいほのお{4}{B Burn 6},Flamme Bleue,{Fire}Flamme Bleue{4}{B Burn 6},Blauflammen,{Fire}Blauflammen{4}{B Burn 6},Fuocoblu,{Fire}Fuocoblu{4}{B Burn 6},Llama Azul,{Fire}Llama Azul{4}{B Burn 6},푸른불꽃,{Fire}푸른불꽃{4}{B Burn 6},青焰,{Fire}青焰{4}{B Burn 6}
