Type,Die,Move Name,Power,STAB,Effect 1,Effect 2,Effect 3,STAB?,Move,File Name,Move:color,Japanese,Move - Japanese,French,Move - French,German,Move - German,Italian,Move - Italian,Spanish,Move - Spanish,Korean,Move - Korean,Chinese,Move - Chinese
{Fighting},,High Jump Kick,3,4,{W KO 6},,,True,{Fighting}High Jump Kick{3}{W KO 6},High Jump Kick,c76136,とびひざげり,{Fighting}とびひざげり{3}{W KO 6},Pied Voltige,{Fighting}Pied Voltige{3}{W KO 6},Turmkick,{Fighting}Turmkick{3}{W KO 6},Calcinvolo,{Fighting}Calcinvolo{3}{W KO 6},Pat. Salto Alta,{Fighting}Pat. Salto Alta{3}{W KO 6},무릎차기,{Fighting}무릎차기{3}{W KO 6},飛膝踢 / 飞膝踢,{Fighting}飛膝踢 / 飞膝踢{3}{W KO 6}
{Fighting},,Jump Kick,2,3,{W KO 6},,,True,{Fighting}Jump Kick{2}{W KO 6},Jump Kick,c76136,とびげり,{Fighting}とびげり{2}{W KO 6},Pied Sauté,{Fighting}Pied Sauté{2}{W KO 6},Sprungkick,{Fighting}Sprungkick{2}{W KO 6},Calciosalto,{Fighting}Calciosalto{2}{W KO 6},Patada Salto,{Fighting}Patada Salto{2}{W KO 6},점프킥,{Fighting}점프킥{2}{W KO 6},飛踢 / 飞踢,{Fighting}飛踢 / 飞踢{2}{W KO 6}
{Fighting},{d8},Karate Chop,1,2,,,,True,{d8}{Fighting}Karate Chop{1},Karate Chop,c76136,からてチョップ,{d8}{Fighting}からてチョップ{1},Poing Karaté,{d8}{Fighting}Poing Karaté{1},Karateschlag,{d8}{Fighting}Karateschlag{1},Colpokarate,{d8}{Fighting}Colpokarate{1},Golpe Kárate,{d8}{Fighting}Golpe Kárate{1},태권당수,{d8}{Fighting}태권당수{1},空手劈,{d8}{Fighting}空手劈{1}
{Fighting},,Low Kick,1,2,,,,True,{Fighting}Low Kick{1},Low Kick,c76136,けたぐり,{Fighting}けたぐり{1},Balayage,{Fighting}Balayage{1},Fußkick,{Fighting}Fußkick{1},Colpo Basso,{Fighting}Colpo Basso{1},Patada Baja,{Fighting}Patada Baja{1},안다리걸기,{Fighting}안다리걸기{1},踢倒,{Fighting}踢倒{1}
{Fighting},,Low Sweep,2,3,,,,True,{Fighting}Low Sweep{2},Low Sweep,c76136,ローキック,{Fighting}ローキック{2},Balayette,{Fighting}Balayette{2},Fußtritt,{Fighting}Fußtritt{2},Calciobasso,{Fighting}Calciobasso{2},Puntapié,{Fighting}Puntapié{2},로킥,{Fighting}로킥{2},下盤踢 / 下盘踢,{Fighting}下盤踢 / 下盘踢{2}
{Fighting},,Mach Punch,1,2,{W Priority},,,True,{Fighting}Mach Punch{1}{W Priority},Mach Punch,c76136,マッハパンチ,{Fighting}マッハパンチ{1}{W Priority},Mach Punch,{Fighting}Mach Punch{1}{W Priority},Tempohieb,{Fighting}Tempohieb{1}{W Priority},Pugnorapido,{Fighting}Pugnorapido{1}{W Priority},Ultrapuño,{Fighting}Ultrapuño{1}{W Priority},마하펀치,{Fighting}마하펀치{1}{W Priority},音速拳,{Fighting}音速拳{1}{W Priority}
{Fighting},,Meteor Assault,3,4,{W Recharge},,,True,{Fighting}Meteor Assault{3}{W Recharge},Meteor Assault,c76136,スターアサルト,{Fighting}スターアサルト{3}{W Recharge},Joute Astrale,{Fighting}Joute Astrale{3}{W Recharge},Sternensturm,{Fighting}Sternensturm{3}{W Recharge},Sfolgorassalto,{Fighting}Sfolgorassalto{3}{W Recharge},Asalto Estelar,{Fighting}Asalto Estelar{3}{W Recharge},스타어설트,{Fighting}스타어설트{3}{W Recharge},流星突擊 / 流星突击,{Fighting}流星突擊 / 流星突击{3}{W Recharge}
{Fighting},,Power-Up Punch,1,2,{W Adv 1},,,True,{Fighting}Power-Up Punch{1}{W Adv 1},Power-Up Punch,c76136,グロウパンチ,{Fighting}グロウパンチ{1}{W Adv 1},Poing Boost,{Fighting}Poing Boost{1}{W Adv 1},Steigerungshieb,{Fighting}Steigerungshieb{1}{W Adv 1},Crescipugno,{Fighting}Crescipugno{1}{W Adv 1},Puño Incremento,{Fighting}Puño Incremento{1}{W Adv 1},그로우펀치,{Fighting}그로우펀치{1}{W Adv 1},增強拳 / 增强拳,{Fighting}增強拳 / 增强拳{1}{W Adv 1}
{Fighting},,Raging Bull,2,3,,,,True,{Fighting}Raging Bull{2},Raging Bull (Fighting),c76136,レイジングブル,{Fighting}レイジングブル{2},Taurogne,{Fighting}Taurogne{2},Rasender Stier,{Fighting}Rasender Stier{2},Scatenatoro,{Fighting}Scatenatoro{2},Furia Taurina,{Fighting}Furia Taurina{2},레이징불,{Fighting}레이징불{2},怒牛,{Fighting}怒牛{2}
{Fighting},,Revenge,2,3,{W Rage},,,True,{Fighting}Revenge{2}{W Rage},Revenge,c76136,リベンジ,{Fighting}リベンジ{2}{W Rage},Vendetta,{Fighting}Vendetta{2}{W Rage},Vergeltung,{Fighting}Vergeltung{2}{W Rage},Vendetta,{Fighting}Vendetta{2}{W Rage},Desquite,{Fighting}Desquite{2}{W Rage},리벤지,{Fighting}리벤지{2}{W Rage},報復 / 报复,{Fighting}報復 / 报复{2}{W Rage}
{Fighting},,Rock Smash,1,2,{W Adv 5},,,True,{Fighting}Rock Smash{1}{W Adv 5},Rock Smash,c76136,いわくだき,{Fighting}いわくだき{1}{W Adv 5},Éclate-Roc,{Fighting}Éclate-Roc{1}{W Adv 5},Zertrümmerer,{Fighting}Zertrümmerer{1}{W Adv 5},Spaccaroccia,{Fighting}Spaccaroccia{1}{W Adv 5},Golpe Roca,{Fighting}Golpe Roca{1}{W Adv 5},바위깨기,{Fighting}바위깨기{1}{W Adv 5},碎岩,{Fighting}碎岩{1}{W Adv 5}
{Fighting},,Rolling Kick,2,3,{B Dis 5},,,True,{Fighting}Rolling Kick{2}{B Dis 5},Rolling Kick,c76136,まわしげり,{Fighting}まわしげり{2}{B Dis 5},Mawashi Geri,{Fighting}Mawashi Geri{2}{B Dis 5},Fegekick,{Fighting}Fegekick{2}{B Dis 5},Calciorullo,{Fighting}Calciorullo{2}{B Dis 5},Patada Giro,{Fighting}Patada Giro{2}{B Dis 5},돌려차기,{Fighting}돌려차기{2}{B Dis 5},迴旋踢 / 回旋踢,{Fighting}迴旋踢 / 回旋踢{2}{B Dis 5}
{Fighting},,Sacred Sword,2,3,{W Adv 1},,,True,{Fighting}Sacred Sword{2}{W Adv 1},Sacred Sword,c76136,せいなるつるぎ,{Fighting}せいなるつるぎ{2}{W Adv 1},Lame Sainte,{Fighting}Lame Sainte{2}{W Adv 1},Sanctoklinge,{Fighting}Sanctoklinge{2}{W Adv 1},Spadasolenne,{Fighting}Spadasolenne{2}{W Adv 1},Espada Santa,{Fighting}Espada Santa{2}{W Adv 1},성스러운칼,{Fighting}성스러운칼{2}{W Adv 1},聖劍 / 圣剑,{Fighting}聖劍 / 圣剑{2}{W Adv 1}
{Fighting},,Secret Sword,2,3,,,,True,{Fighting}Secret Sword{2},Secret Sword,c76136,しんぴのつるぎ,{Fighting}しんぴのつるぎ{2},Lame Ouinte,{Fighting}Lame Ouinte{2},Mystoschwert,{Fighting}Mystoschwert{2},Spadamistica,{Fighting}Spadamistica{2},Sable Místico,{Fighting}Sable Místico{2},신비의칼,{Fighting}신비의칼{2},神秘之劍 / 神秘之剑,{Fighting}神秘之劍 / 神秘之剑{2}
{Fighting},,Sky Uppercut,2,3,,,,True,{Fighting}Sky Uppercut{2},Sky Uppercut,c76136,スカイアッパー,{Fighting}スカイアッパー{2},Stratopercut,{Fighting}Stratopercut{2},Himmelhieb,{Fighting}Himmelhieb{2},Stramontante,{Fighting}Stramontante{2},Gancho Alto,{Fighting}Gancho Alto{2},스카이업퍼,{Fighting}스카이업퍼{2},衝天拳 / 冲天拳,{Fighting}衝天拳 / 冲天拳{2}
{Fighting},{d8},Storm Throw,2,3,,,,True,{d8}{Fighting}Storm Throw{2},Storm Throw,c76136,やまあらし,{d8}{Fighting}やまあらし{2},Yama Arashi,{d8}{Fighting}Yama Arashi{2},Bergsturm,{d8}{Fighting}Bergsturm{2},Tempestretta,{d8}{Fighting}Tempestretta{2},Llave Corsé,{d8}{Fighting}Llave Corsé{2},업어후리기,{d8}{Fighting}업어후리기{2},山嵐摔 / 山岚摔,{d8}{Fighting}山嵐摔 / 山岚摔{2}
{Fighting},,Submission,2,3,{W KO 6},,,True,{Fighting}Submission{2}{W KO 6},Submission,c76136,じごくぐるま,{Fighting}じごくぐるま{2}{W KO 6},Sacrifice,{Fighting}Sacrifice{2}{W KO 6},Überroller,{Fighting}Überroller{2}{W KO 6},Sottomissione,{Fighting}Sottomissione{2}{W KO 6},Sumisión,{Fighting}Sumisión{2}{W KO 6},지옥의바퀴,{Fighting}지옥의바퀴{2}{W KO 6},地獄翻滾 / 地狱翻滚,{Fighting}地獄翻滾 / 地狱翻滚{2}{W KO 6}
{Fighting},,Superpower,3,4,{W StatDown},,,True,{Fighting}Superpower{3}{W StatDown},Superpower,c76136,ばかぢから,{Fighting}ばかぢから{3}{W StatDown},Surpuissance,{Fighting}Surpuissance{3}{W StatDown},Kraftkoloss,{Fighting}Kraftkoloss{3}{W StatDown},Troppoforte,{Fighting}Troppoforte{3}{W StatDown},Fuerza Bruta,{Fighting}Fuerza Bruta{3}{W StatDown},엄청난힘,{Fighting}엄청난힘{3}{W StatDown},蠻力 / 蛮力,{Fighting}蠻力 / 蛮力{3}{W StatDown}
{Fighting},,Thunderous Kick,2,3,{W Adv 1},,,True,{Fighting}Thunderous Kick{2}{W Adv 1},Thunderous Kick,c76136,らいめいげり,{Fighting}らいめいげり{2}{W Adv 1},Coup Fulgurant,{Fighting}Coup Fulgurant{2}{W Adv 1},Donnernder Tritt,{Fighting}Donnernder Tritt{2}{W Adv 1},Calcio Tonante,{Fighting}Calcio Tonante{2}{W Adv 1},Patada Relámpago,{Fighting}Patada Relámpago{2}{W Adv 1},천둥차기,{Fighting}천둥차기{2}{W Adv 1},雷鳴蹴擊 / 雷鸣蹴击,{Fighting}雷鳴蹴擊 / 雷鸣蹴击{2}{W Adv 1}
{Fighting},{d8},Triple Arrows,1,2,{W Adv 5},,,True,{d8}{Fighting}Triple Arrows{1}{W Adv 5},Triple Arrows,c76136,３ぼんのや,{d8}{Fighting}３ぼんのや{1}{W Adv 5},Triple Flèche,{d8}{Fighting}Triple Flèche{1}{W Adv 5},Drillingspfeile,{d8}{Fighting}Drillingspfeile{1}{W Adv 5},Triplodardo,{d8}{Fighting}Triplodardo{1}{W Adv 5},Triple Flecha,{d8}{Fighting}Triple Flecha{1}{W Adv 5},3연화살,{d8}{Fighting}3연화살{1}{W Adv 5},三連箭 / 三连箭,{d8}{Fighting}三連箭 / 三连箭{1}{W Adv 5}
{Fighting},,Upper Hand,2,3,{W Priority},,,True,{Fighting}Upper Hand{2}{W Priority},Upper Hand,c76136,はやてがえし,{Fighting}はやてがえし{2}{W Priority},Prio-Parade,{Fighting}Prio-Parade{2}{W Priority},Schnellkonter,{Fighting}Schnellkonter{2}{W Priority},Colpo di Mano,{Fighting}Colpo di Mano{2}{W Priority},Palma Rauda,{Fighting}Palma Rauda{2}{W Priority},기선제압,{Fighting}기선제압{2}{W Priority},快手還擊 / 快手还击,{Fighting}快手還擊 / 快手还击{2}{W Priority}
{Fighting},,Vacuum Wave,1,2,{W Priority},,,True,{Fighting}Vacuum Wave{1}{W Priority},Vacuum Wave,c76136,しんくうは,{Fighting}しんくうは{1}{W Priority},Onde Vide,{Fighting}Onde Vide{1}{W Priority},Vakuumwelle,{Fighting}Vakuumwelle{1}{W Priority},Vuotonda,{Fighting}Vuotonda{1}{W Priority},Onda Vacío,{Fighting}Onda Vacío{1}{W Priority},진공파,{Fighting}진공파{1}{W Priority},真空波,{Fighting}真空波{1}{W Priority}
{Fighting},,Vital Throw,2,3,{W Adv 1},,,True,{Fighting}Vital Throw{2}{W Adv 1},Vital Throw,c76136,あてみなげ,{Fighting}あてみなげ{2}{W Adv 1},Corps Perdu,{Fighting}Corps Perdu{2}{W Adv 1},Überwurf,{Fighting}Überwurf{2}{W Adv 1},Vitaltiro,{Fighting}Vitaltiro{2}{W Adv 1},Llave Vital,{Fighting}Llave Vital{2}{W Adv 1},받아던지기,{Fighting}받아던지기{2}{W Adv 1},借力摔,{Fighting}借力摔{2}{W Adv 1}
{Fighting},,Wake-Up Slap,2,3,{W Boost},,,True,{Fighting}Wake-Up Slap{2}{W Boost},Wake-Up Slap,c76136,めざましビンタ,{Fighting}めざましビンタ{2}{W Boost},Réveil Forcé,{Fighting}Réveil Forcé{2}{W Boost},Weckruf,{Fighting}Weckruf{2}{W Boost},Svegliopacca,{Fighting}Svegliopacca{2}{W Boost},Espabila,{Fighting}Espabila{2}{W Boost},잠깨움뺨치기,{Fighting}잠깨움뺨치기{2}{W Boost},喚醒巴掌 / 唤醒巴掌,{Fighting}喚醒巴掌 / 唤醒巴掌{2}{W Boost}
{Fire},,Armor Cannon,3,4,{W StatDown},,,True,{Fire}Armor Cannon{3}{W StatDown},Armor Cannon,ff6464,アーマーキャノン,{Fire}アーマーキャノン{3}{W StatDown},Canon Blindé,{Fire}Canon Blindé{3}{W StatDown},Rüstungskanone,{Fire}Rüstungskanone{3}{W StatDown},Corazza Cannone,{Fire}Corazza Cannone{3}{W StatDown},Cañón Armadura,{Fire}Cañón Armadura{3}{W StatDown},아머캐논,{Fire}아머캐논{3}{W StatDown},鎧農炮 / 铠农炮,{Fire}鎧農炮 / 铠农炮{3}{W StatDown}
{Fire},,Bitter Blade,2,3,{W Life},,,True,{Fire}Bitter Blade{2}{W Life},Bitter Blade,ff6464,むねんのつるぎ,{Fire}むねんのつるぎ{2}{W Life},Lame en Peine,{Fire}Lame en Peine{2}{W Life},Reueschwert,{Fire}Reueschwert{2}{W Life},Lama del Rimorso,{Fire}Lama del Rimorso{2}{W Life},Espada Lamento,{Fire}Espada Lamento{2}{W Life},원념의칼,{Fire}원념의칼{2}{W Life},悔念劍 / 悔念剑,{Fire}悔念劍 / 悔念剑{2}{W Life}
{Fire},,Blast Burn,3,4,{W Recharge},,,True,{Fire}Blast Burn{3}{W Recharge},Blast Burn,ff6464,ブラストバーン,{Fire}ブラストバーン{3}{W Recharge},Rafale Feu,{Fire}Rafale Feu{3}{W Recharge},Lohekanonade,{Fire}Lohekanonade{3}{W Recharge},Incendio,{Fire}Incendio{3}{W Recharge},Anillo Ígneo,{Fire}Anillo Ígneo{3}{W Recharge},블러스트번,{Fire}블러스트번{3}{W Recharge},爆炸烈焰,{Fire}爆炸烈焰{3}{W Recharge}
{Fire},{d8},Blaze Kick,2,3,{B Burn 6},,,True,{d8}{Fire}Blaze Kick{2}{B Burn 6},Blaze Kick,ff6464,ブレイズキック,{d8}{Fire}ブレイズキック{2}{B Burn 6},Pied Brûleur,{d8}{Fire}Pied Brûleur{2}{B Burn 6},Feuerfeger,{d8}{Fire}Feuerfeger{2}{B Burn 6},Calciardente,{d8}{Fire}Calciardente{2}{B Burn 6},Patada Ígnea,{d8}{Fire}Patada Ígnea{2}{B Burn 6},브레이즈킥,{d8}{Fire}브레이즈킥{2}{B Burn 6},火焰踢,{d8}{Fire}火焰踢{2}{B Burn 6}
{Fire},,Blazing Torque,2,3,{B Burn 5},,,True,{Fire}Blazing Torque{2}{B Burn 5},Blazing Torque,ff6464,バーンアクセル,{Fire}バーンアクセル{2}{B Burn 5},Crash Brûlant,{Fire}Crash Brûlant{2}{B Burn 5},Hitzeturbo,{Fire}Hitzeturbo{2}{B Burn 5},Turboustione,{Fire}Turboustione{2}{B Burn 5},Pirochoque,{Fire}Pirochoque{2}{B Burn 5},번액셀,{Fire}번액셀{2}{B Burn 5},灼熱暴衝 / 灼热暴冲,{Fire}灼熱暴衝 / 灼热暴冲{2}{B Burn 5}
{Fire},,Blue Flare,3,4,{B Burn 6},,,True,{Fire}Blue Flare{3}{B Burn 6},Blue Flare,ff6464,あおいほのお,{Fire}あおいほのお{3}{B Burn 6},Flamme Bleue,{Fire}Flamme Bleue{3}{B Burn 6},Blauflammen,{Fire}Blauflammen{3}{B Burn 6},Fuocoblu,{Fire}Fuocoblu{3}{B Burn 6},Llama Azul,{Fire}Llama Azul{3}{B Burn 6},푸른불꽃,{Fire}푸른불꽃{3}{B Burn 6},青焰,{Fire}青焰{3}{B Burn 6}
{Fire},,Burn Up,3,4,{W Recharge},,,True,{Fire}Burn Up{3}{W Recharge},Burn Up,ff6464,もえつきる,{Fire}もえつきる{3}{W Recharge},Flamme Ultime,{Fire}Flamme Ultime{3}{W Recharge},Ausbrennen,{Fire}Ausbrennen{3}{W Recharge},Ultima Fiamma,{Fire}Ultima Fiamma{3}{W Recharge},Llama Final,{Fire}Llama Final{3}{W Recharge},불사르기,{Fire}불사르기{3}{W Recharge},燃盡 / 燃尽,{Fire}燃盡 / 燃尽{3}{W Recharge}
{Fire},,Burning Jealousy,2*,3*,,,,#VALUE!,{Fire}Burning Jealousy{2*},Burning Jealousy,ff6464,しっとのほのお,{Fire}しっとのほのお{2*},Feu Envieux,{Fire}Feu Envieux{2*},Neidflammen,{Fire}Neidflammen{2*},Fiamminvidia,{Fire}Fiamminvidia{2*},Envidia Ardiente,{Fire}Envidia Ardiente{2*},질투의불꽃,{Fire}질투의불꽃{2*},妒火,{Fire}妒火{2*}
{Fire},,Ember,1,2,{B Burn 6},,,True,{Fire}Ember{1}{B Burn 6},Ember,ff6464,ひのこ,{Fire}ひのこ{1}{B Burn 6},Flammèche,{Fire}Flammèche{1}{B Burn 6},Glut,{Fire}Glut{1}{B Burn 6},Braciere,{Fire}Braciere{1}{B Burn 6},Ascuas,{Fire}Ascuas{1}{B Burn 6},불꽃세례,{Fire}불꽃세례{1}{B Burn 6},火花,{Fire}火花{1}{B Burn 6}
{Fire},,Eruption,3,4,{W StatDown},,,True,{Fire}Eruption{3}{W StatDown},Eruption,ff6464,ふんか,{Fire}ふんか{3}{W StatDown},Éruption,{Fire}Éruption{3}{W StatDown},Eruption,{Fire}Eruption{3}{W StatDown},Eruzione,{Fire}Eruzione{3}{W StatDown},Estallido,{Fire}Estallido{3}{W StatDown},분화,{Fire}분화{3}{W StatDown},噴火 / 喷火,{Fire}噴火 / 喷火{3}{W StatDown}
{Fire},,Fiery Dance,2,3,{W Adv 4},,,True,{Fire}Fiery Dance{2}{W Adv 4},Fiery Dance,ff6464,ほのおのまい,{Fire}ほのおのまい{2}{W Adv 4},Danse du Feu,{Fire}Danse du Feu{2}{W Adv 4},Feuerreigen,{Fire}Feuerreigen{2}{W Adv 4},Voldifuoco,{Fire}Voldifuoco{2}{W Adv 4},Danza Llama,{Fire}Danza Llama{2}{W Adv 4},불꽃춤,{Fire}불꽃춤{2}{W Adv 4},火之舞,{Fire}火之舞{2}{W Adv 4}
{Fire},,Fire Blast,3,4,{B Burn 6},,,True,{Fire}Fire Blast{3}{B Burn 6},Fire Blast,ff6464,だいもんじ,{Fire}だいもんじ{3}{B Burn 6},Déflagration,{Fire}Déflagration{3}{B Burn 6},Feuersturm,{Fire}Feuersturm{3}{B Burn 6},Fuocobomba,{Fire}Fuocobomba{3}{B Burn 6},Llamarada,{Fire}Llamarada{3}{B Burn 6},불대문자,{Fire}불대문자{3}{B Burn 6},大字爆炎,{Fire}大字爆炎{3}{B Burn 6}
{Fire},,Fire Fang,2,3,{B Extra 5},,,True,{Fire}Fire Fang{2}{B Extra 5},Fire Fang,ff6464,ほのおのキバ,{Fire}ほのおのキバ{2}{B Extra 5},Crocs Feu,{Fire}Crocs Feu{2}{B Extra 5},Feuerzahn,{Fire}Feuerzahn{2}{B Extra 5},Rogodenti,{Fire}Rogodenti{2}{B Extra 5},Colmillo Ígneo,{Fire}Colmillo Ígneo{2}{B Extra 5},불꽃엄니,{Fire}불꽃엄니{2}{B Extra 5},火焰牙,{Fire}火焰牙{2}{B Extra 5}
{Fire},,Fire Lash,2,3,{W Adv 1},,,True,{Fire}Fire Lash{2}{W Adv 1},Fire Lash,ff6464,ほのおのムチ,{Fire}ほのおのムチ{2}{W Adv 1},Fouet de Feu,{Fire}Fouet de Feu{2}{W Adv 1},Feuerpeitsche,{Fire}Feuerpeitsche{2}{W Adv 1},Frusta di Fuoco,{Fire}Frusta di Fuoco{2}{W Adv 1},Látigo Ígneo,{Fire}Látigo Ígneo{2}{W Adv 1},불꽃채찍,{Fire}불꽃채찍{2}{W Adv 1},火焰鞭,{Fire}火焰鞭{2}{W Adv 1}
{Fire},,Fire Pledge,2*,3*,,,,#VALUE!,{Fire}Fire Pledge{2*},Fire Pledge,ff6464,ほのおのちかい,{Fire}ほのおのちかい{2*},Aire de Feu,{Fire}Aire de Feu{2*},Feuersäulen,{Fire}Feuersäulen{2*},Fiammapatto,{Fire}Fiammapatto{2*},Voto Fuego,{Fire}Voto Fuego{2*},불꽃의맹세,{Fire}불꽃의맹세{2*},火之誓約 / 火之誓约,{Fire}火之誓約 / 火之誓约{2*}
{Fire},,Fire Punch,2,3,{B Burn 6},,,True,{Fire}Fire Punch{2}{B Burn 6},Fire Punch,ff6464,ほのおのパンチ,{Fire}ほのおのパンチ{2}{B Burn 6},Poing Feu,{Fire}Poing Feu{2}{B Burn 6},Feuerschlag,{Fire}Feuerschlag{2}{B Burn 6},Fuocopugno,{Fire}Fuocopugno{2}{B Burn 6},Puño Fuego,{Fire}Puño Fuego{2}{B Burn 6},불꽃펀치,{Fire}불꽃펀치{2}{B Burn 6},火焰拳,{Fire}火焰拳{2}{B Burn 6}
{Fire},{d4},Fire Spin,1,2,{W Add 4},,,True,{d4}{Fire}Fire Spin{1}{W Add 4},Fire Spin,ff6464,ほのおのうず,{d4}{Fire}ほのおのうず{1}{W Add 4},Danse Flammes,{d4}{Fire}Danse Flammes{1}{W Add 4},Feuerwirbel,{d4}{Fire}Feuerwirbel{1}{W Add 4},Turbofuoco,{d4}{Fire}Turbofuoco{1}{W Add 4},Giro Fuego,{d4}{Fire}Giro Fuego{1}{W Add 4},회오리불꽃,{d4}{Fire}회오리불꽃{1}{W Add 4},火焰旋渦 / 火焰旋涡,{d4}{Fire}火焰旋渦 / 火焰旋涡{1}{W Add 4}
{Fire},,Flame Burst,2,3,,,,True,{Fire}Flame Burst{2},Flame Burst,ff6464,はじけるほのお,{Fire}はじけるほのお{2},Rebondifeu,{Fire}Rebondifeu{2},Funkenflug,{Fire}Funkenflug{2},Pirolancio,{Fire}Pirolancio{2},Pirotecnia,{Fire}Pirotecnia{2},불꽃튀기기,{Fire}불꽃튀기기{2},烈焰濺射 / 烈焰溅射,{Fire}烈焰濺射 / 烈焰溅射{2}
{Fire},,Flame Charge,1,2,{W Priority},,,True,{Fire}Flame Charge{1}{W Priority},Flame Charge,ff6464,ニトロチャージ,{Fire}ニトロチャージ{1}{W Priority},Nitrocharge,{Fire}Nitrocharge{1}{W Priority},Nitroladung,{Fire}Nitroladung{1}{W Priority},Nitrocarica,{Fire}Nitrocarica{1}{W Priority},Nitrocarga,{Fire}Nitrocarga{1}{W Priority},니트로차지,{Fire}니트로차지{1}{W Priority},蓄能焰襲 / 蓄能焰袭,{Fire}蓄能焰襲 / 蓄能焰袭{1}{W Priority}
{Fire},,Flame Wheel,2,3,{B Burn 6},,,True,{Fire}Flame Wheel{2}{B Burn 6},Flame Wheel,ff6464,かえんぐるま,{Fire}かえんぐるま{2}{B Burn 6},Roue de Feu,{Fire}Roue de Feu{2}{B Burn 6},Flammenrad,{Fire}Flammenrad{2}{B Burn 6},Ruotafuoco,{Fire}Ruotafuoco{2}{B Burn 6},Rueda Fuego,{Fire}Rueda Fuego{2}{B Burn 6},화염자동차,{Fire}화염자동차{2}{B Burn 6},火焰輪 / 火焰轮,{Fire}火焰輪 / 火焰轮{2}{B Burn 6}
{Fire},,Flamethrower,2,3,{B Burn 6},,,True,{Fire}Flamethrower{2}{B Burn 6},Flamethrower,ff6464,かえんほうしゃ,{Fire}かえんほうしゃ{2}{B Burn 6},Lance-Flammes,{Fire}Lance-Flammes{2}{B Burn 6},Flammenwurf,{Fire}Flammenwurf{2}{B Burn 6},Lanciafiamme,{Fire}Lanciafiamme{2}{B Burn 6},Lanzallamas,{Fire}Lanzallamas{2}{B Burn 6},화염방사,{Fire}화염방사{2}{B Burn 6},噴射火焰 / 喷射火焰,{Fire}噴射火焰 / 喷射火焰{2}{B Burn 6}
{Fire},,Flare Blitz,3,4,{W KO 6},,,True,{Fire}Flare Blitz{3}{W KO 6},Flare Blitz,ff6464,フレアドライブ,{Fire}フレアドライブ{3}{W KO 6},Boutefeu,{Fire}Boutefeu{3}{W KO 6},Flammenblitz,{Fire}Flammenblitz{3}{W KO 6},Fuococarica,{Fire}Fuococarica{3}{W KO 6},Envite Ígneo,{Fire}Envite Ígneo{3}{W KO 6},플레어드라이브,{Fire}플레어드라이브{3}{W KO 6},閃焰衝鋒 / 闪焰冲锋,{Fire}閃焰衝鋒 / 闪焰冲锋{3}{W KO 6}
{Fire},,Fusion Flare,2,3,{W Add 4},,,True,{Fire}Fusion Flare{2}{W Add 4},Fusion Flare,ff6464,クロスフレイム,{Fire}クロスフレイム{2}{W Add 4},Flamme Croix,{Fire}Flamme Croix{2}{W Add 4},Kreuzflamme,{Fire}Kreuzflamme{2}{W Add 4},Incrofiamma,{Fire}Incrofiamma{2}{W Add 4},Llama Fusión,{Fire}Llama Fusión{2}{W Add 4},크로스플레임,{Fire}크로스플레임{2}{W Add 4},交錯火焰 / 交错火焰,{Fire}交錯火焰 / 交错火焰{2}{W Add 4}
{Fire},,Heat Wave,2,3,{B Burn 6},,,True,{Fire}Heat Wave{2}{B Burn 6},Heat Wave,ff6464,ねっぷう,{Fire}ねっぷう{2}{B Burn 6},Canicule,{Fire}Canicule{2}{B Burn 6},Hitzewelle,{Fire}Hitzewelle{2}{B Burn 6},Ondacalda,{Fire}Ondacalda{2}{B Burn 6},Onda Ígnea,{Fire}Onda Ígnea{2}{B Burn 6},열풍,{Fire}열풍{2}{B Burn 6},熱風 / 热风,{Fire}熱風 / 热风{2}{B Burn 6}
{Fire},,Incinerate,2,3,{B Block},,,True,{Fire}Incinerate{2}{B Block},Incinerate,ff6464,やきつくす,{Fire}やきつくす{2}{B Block},Calcination,{Fire}Calcination{2}{B Block},Einäschern,{Fire}Einäschern{2}{B Block},Bruciatutto,{Fire}Bruciatutto{2}{B Block},Calcinación,{Fire}Calcinación{2}{B Block},불태우기,{Fire}불태우기{2}{B Block},燒盡 / 烧尽,{Fire}燒盡 / 烧尽{2}{B Block}
{Fire},,Inferno,2,3,{B Burn 4},,,True,{Fire}Inferno{2}{B Burn 4},Inferno,ff6464,れんごく,{Fire}れんごく{2}{B Burn 4},Feu d'Enfer,{Fire}Feu d'Enfer{2}{B Burn 4},Inferno,{Fire}Inferno{2}{B Burn 4},Marchiatura,{Fire}Marchiatura{2}{B Burn 4},Infierno,{Fire}Infierno{2}{B Burn 4},연옥,{Fire}연옥{2}{B Burn 4},煉獄 / 炼狱,{Fire}煉獄 / 炼狱{2}{B Burn 4}
{Fire},{d8},Ivy Cudgel,2,3,,,,True,{d8}{Fire}Ivy Cudgel{2},Ivy Cudgel (Fire),ff6464,ツタこんぼう,{d8}{Fire}ツタこんぼう{2},Massue Liane,{d8}{Fire}Massue Liane{2},Rankenkeule,{d8}{Fire}Rankenkeule{2},Clava di Liane,{d8}{Fire}Clava di Liane{2},Garrote Liana,{d8}{Fire}Garrote Liana{2},덩굴방망이,{d8}{Fire}덩굴방망이{2},棘藤棒,{d8}{Fire}棘藤棒{2}
